note_id,ticket_id,station_id,note_ts_utc,author_role,sop_reference,parts_used,note_text
NOT-000138,TIC-00035,CF-ST-39901,2026-02-27T15:46:19.380599+00:00,field_technician,SOP-SAFE-09,none,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000139,TIC-00035,CF-ST-39901,2026-02-27T15:58:19.380599+00:00,operations_manager,SOP-NET-04,connector_cable,Applied resolution step reset_payment_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000140,TIC-00035,CF-ST-39901,2026-02-27T16:10:19.380599+00:00,operations_manager,SOP-SAFE-09,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000141,TIC-00036,CF-ST-39922,2026-03-19T15:34:19.380604+00:00,operations_manager,SOP-NET-04,connector_cable,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000142,TIC-00036,CF-ST-39922,2026-03-19T15:46:19.380604+00:00,operations_manager,SOP-SAFE-09,card_reader,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000143,TIC-00036,CF-ST-39922,2026-03-19T15:58:19.380604+00:00,operations_manager,SOP-CHG-12,connector_cable,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000144,TIC-00036,CF-ST-39922,2026-03-19T16:10:19.380604+00:00,field_technician,SOP-SAFE-09,none,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000145,TIC-00037,CF-ST-39947,2026-03-17T15:34:19.380607+00:00,operations_manager,SOP-SAFE-09,card_reader,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000146,TIC-00037,CF-ST-39947,2026-03-17T15:46:19.380607+00:00,operations_manager,SOP-SAFE-09,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000147,TIC-00037,CF-ST-39947,2026-03-17T15:58:19.380607+00:00,field_technician,SOP-NET-04,card_reader,Applied resolution step reboot_controller. Monitored two successful restart cycles before returning asset to service.
NOT-000148,TIC-00037,CF-ST-39947,2026-03-17T16:10:19.380607+00:00,field_technician,SOP-CHG-12,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000149,TIC-00038,CF-ST-43281,2026-02-16T15:34:19.380611+00:00,field_technician,SOP-CHG-12,none,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000150,TIC-00038,CF-ST-43281,2026-02-16T15:46:19.380611+00:00,operations_manager,SOP-NET-04,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000151,TIC-00038,CF-ST-43281,2026-02-16T15:58:19.380611+00:00,operations_manager,SOP-CHG-12,breaker_module,Applied resolution step tighten_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000152,TIC-00038,CF-ST-43281,2026-02-16T16:10:19.380611+00:00,field_technician,SOP-SAFE-09,breaker_module,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000153,TIC-00039,CF-ST-44017,2026-03-28T15:34:19.380615+00:00,field_technician,SOP-SAFE-09,none,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000154,TIC-00039,CF-ST-44017,2026-03-28T15:46:19.380615+00:00,field_technician,SOP-CHG-12,connector_cable,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000155,TIC-00039,CF-ST-44017,2026-03-28T15:58:19.380615+00:00,field_technician,SOP-NET-04,none,Applied resolution step reset_payment_terminal. Monitored two successful restart cycles before returning asset to service.
NOT-000156,TIC-00039,CF-ST-44017,2026-03-28T16:10:19.380615+00:00,field_technician,SOP-NET-04,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
NOT-000157,TIC-00040,CF-ST-46709,2026-03-26T15:34:19.380618+00:00,field_technician,SOP-SAFE-09,breaker_module,Arrived on site after repeated preventive_check alerts. Confirmed routine inspection findings and isolated charger port 1.
NOT-000158,TIC-00040,CF-ST-46709,2026-03-26T15:46:19.380618+00:00,operations_manager,SOP-SAFE-09,breaker_module,Reviewed controller logs and verified issue window matched customer complaints from peak demand period.
NOT-000159,TIC-00040,CF-ST-46709,2026-03-26T15:58:19.380618+00:00,field_technician,SOP-NET-04,card_reader,Applied resolution step replace_cable. Monitored two successful restart cycles before returning asset to service.
NOT-000160,TIC-00040,CF-ST-46709,2026-03-26T16:10:19.380618+00:00,field_technician,SOP-SAFE-09,card_reader,Recommended follow-up SOP review for cable inspection and connector cleaning during next preventive maintenance window.
